Region,Specialisms,ServiceTypes,Count
South East,Caring for children (0 - 18yrs)|Sensory impairments|Caring for adults under 65 yrs|Learning disabilities|Physical disabilities,Nursing homes|Homecare agencies|Education disability services,1
South East,Caring for children (0 - 18yrs)|Sensory impairments|Caring for adults under 65 yrs|Learning disabilities|Physical disabilities,Residential homes,2
South East,Caring for children (0 - 18yrs)|Sensory impairments|Caring for adults under 65 yrs|Learning disabilities|Physical disabilities,Residential homes|Homecare agencies,1
South East,Caring for children (0 - 18yrs)|Sensory impairments|Caring for adults under 65 yrs|Mental health conditions|Caring for adults over 65 yrs|Physical disabilities,Community services - Healthcare|Doctors/GPs|Doctors/GPs,1
South East,Caring for children (0 - 18yrs)|Sensory impairments|Caring for adults under 65 yrs|Mental health conditions|Caring for adults over 65 yrs|Physical disabilities,Doctors/GPs|Doctors/GPs,1
South East,Caring for children (0 - 18yrs)|Sensory impairments|Caring for adults under 65 yrs|Physical disabilities,Homecare agencies,1
South East,Caring for children (0 - 18yrs)|Sensory impairments|Dementia|Learning disabilities|Caring for adults over 65 yrs|Physical disabilities,Homecare agencies,1
South East,Caring for children (0 - 18yrs)|Sensory impairments|Dementia|Learning disabilities|Caring for adults over 65 yrs|Substance misuse problems|Physical disabilities,Homecare agencies,1
South East,Caring for children (0 - 18yrs)|Sensory impairments|Dementia|Learning disabilities|Mental health conditions|Caring for adults over 65 yrs|Caring for people whose rights are restricted under the Mental Health Act|Substance misuse problems|Eating disorders|Physical disabilities,Homecare agencies,1
South East,Caring for children (0 - 18yrs)|Sensory impairments|Dementia|Learning disabilities|Mental health conditions|Caring for adults over 65 yrs|Eating disorders|Physical disabilities,Homecare agencies|Supported living,1
South East,Caring for children (0 - 18yrs)|Sensory impairments|Dementia|Learning disabilities|Mental health conditions|Caring for adults over 65 yrs|Physical disabilities,Homecare agencies,2
South East,Caring for children (0 - 18yrs)|Sensory impairments|Dementia|Learning disabilities|Mental health conditions|Caring for adults over 65 yrs|Substance misuse problems|Eating disorders|Physical disabilities,Homecare agencies,1
South East,Caring for children (0 - 18yrs)|Sensory impairments|Dementia|Learning disabilities|Mental health conditions|Caring for people whose rights are restricted under the Mental Health Act|Substance misuse problems|Eating disorders|Physical disabilities,Community services - Learning disabilities|Long-term conditions|Community services - Mental Health|Hospitals - Mental health/capacity|Rehabilitation (illness/injury)|Community services - Substance abuse,1
South East,Caring for children (0 - 18yrs)|Sensory impairments|Dementia|Learning disabilities|Mental health conditions|Substance misuse problems|Eating disorders|Physical disabilities,Homecare agencies,1
South East,Caring for children (0 - 18yrs)|Sensory impairments|Dementia|Mental health conditions|Caring for adults over 65 yrs|Physical disabilities,Homecare agencies,1
South East,Caring for children (0 - 18yrs)|Sensory impairments|Learning disabilities|Caring for adults over 65 yrs|Physical disabilities,Homecare agencies,1
South East,Caring for children (0 - 18yrs)|Sensory impairments|Learning disabilities|Eating disorders|Physical disabilities,Dentist,1
South East,Caring for children (0 - 18yrs)|Sensory impairments|Learning disabilities|Mental health conditions|Caring for people whose rights are restricted under the Mental Health Act|Eating disorders|Physical disabilities,Community services - Healthcare|Doctors/GPs|Diagnosis/screening|Doctors/GPs|Community services - Learning disabilities|Long-term conditions|Community services - Mental Health|Phone/online advice,1
South East,Caring for children (0 - 18yrs)|Sensory impairments|Learning disabilities|Mental health conditions|Substance misuse problems|Eating disorders,Community services - Healthcare,1
South East,Caring for children (0 - 18yrs)|Sensory impairments|Learning disabilities|Mental health conditions|Substance misuse problems|Eating disorders|Physical disabilities,Diagnosis/screening|Prison healthcare,1
South East,Caring for children (0 - 18yrs)|Sensory impairments|Learning disabilities|Physical disabilities,Diagnosis/screening,1
South East,Caring for children (0 - 18yrs)|Sensory impairments|Learning disabilities|Physical disabilities,Homecare agencies,4
South East,Caring for children (0 - 18yrs)|Sensory impairments|Learning disabilities|Physical disabilities,Hospice,2
South East,Caring for children (0 - 18yrs)|Sensory impairments|Learning disabilities|Physical disabilities,Nursing homes,2
South East,Caring for children (0 - 18yrs)|Sensory impairments|Learning disabilities|Physical disabilities,Nursing homes|Diagnosis/screening|Rehabilitation (illness/injury),1
South East,Caring for children (0 - 18yrs)|Sensory impairments|Physical disabilities,Homecare agencies,1
South East,Caring for children (0 - 18yrs)|Sensory impairments|Physical disabilities,Long-term conditions|Rehabilitation (illness/injury),1
South East,Caring for children (0 - 18yrs)|Sensory impairments|Services for everyone|Caring for adults under 65 yrs|Caring for adults over 65 yrs|Eating disorders|Physical disabilities,Dentist,1
South East,Caring for children (0 - 18yrs)|Sensory impairments|Services for everyone|Caring for adults under 65 yrs|Dementia|Caring for adults over 65 yrs|Eating disorders|Physical disabilities,Dentist,1
South East,Caring for children (0 - 18yrs)|Sensory impairments|Services for everyone|Caring for adults under 65 yrs|Dementia|Learning disabilities|Caring for adults over 65 yrs|Eating disorders|Physical disabilities,Dentist,1
South East,Caring for children (0 - 18yrs)|Sensory impairments|Services for everyone|Caring for adults under 65 yrs|Dementia|Learning disabilities|Caring for adults over 65 yrs|Physical disabilities,Homecare agencies,1
South East,Caring for children (0 - 18yrs)|Sensory impairments|Services for everyone|Caring for adults under 65 yrs|Dementia|Learning disabilities|Mental health conditions|Caring for adults over 65 yrs|Caring for people whose rights are restricted under the Mental Health Act|Substance misuse problems|Eating disorders|Physical disabilities,Dentist,8
South East,Caring for children (0 - 18yrs)|Sensory impairments|Services for everyone|Caring for adults under 65 yrs|Dementia|Learning disabilities|Mental health conditions|Caring for adults over 65 yrs|Caring for people whose rights are restricted under the Mental Health Act|Substance misuse problems|Eating disorders|Physical disabilities,Homecare agencies,1
South East,Caring for children (0 - 18yrs)|Sensory impairments|Services for everyone|Caring for adults under 65 yrs|Dementia|Learning disabilities|Mental health conditions|Caring for adults over 65 yrs|Caring for people whose rights are restricted under the Mental Health Act|Substance misuse problems|Physical disabilities,Homecare agencies,1
South East,Caring for children (0 - 18yrs)|Sensory impairments|Services for everyone|Caring for adults under 65 yrs|Dementia|Learning disabilities|Mental health conditions|Caring for adults over 65 yrs|Eating disorders|Physical disabilities,Dentist,2
South East,Caring for children (0 - 18yrs)|Sensory impairments|Services for everyone|Caring for adults under 65 yrs|Dementia|Learning disabilities|Mental health conditions|Caring for adults over 65 yrs|Physical disabilities,Homecare agencies|Supported housing|Supported living,1
South East,Caring for children (0 - 18yrs)|Sensory impairments|Services for everyone|Caring for adults under 65 yrs|Dementia|Learning disabilities|Mental health conditions|Caring for adults over 65 yrs|Physical disabilities,Homecare agencies|Supported living,1
South East,Caring for children (0 - 18yrs)|Sensory impairments|Services for everyone|Caring for adults under 65 yrs|Dementia|Learning disabilities|Mental health conditions|Caring for adults over 65 yrs|Substance misuse problems|Eating disorders|Physical disabilities,Dentist,15
South East,Caring for children (0 - 18yrs)|Sensory impairments|Services for everyone|Caring for adults under 65 yrs|Dementia|Learning disabilities|Mental health conditions|Caring for adults over 65 yrs|Substance misuse problems|Eating disorders|Physical disabilities,Diagnosis/screening,1
South East,Caring for children (0 - 18yrs)|Sensory impairments|Services for everyone|Caring for adults under 65 yrs|Dementia|Learning disabilities|Mental health conditions|Caring for adults over 65 yrs|Substance misuse problems|Eating disorders|Physical disabilities,Homecare agencies,5
South East,Caring for children (0 - 18yrs)|Sensory impairments|Services for everyone|Caring for adults under 65 yrs|Dementia|Learning disabilities|Mental health conditions|Caring for adults over 65 yrs|Substance misuse problems|Eating disorders|Physical disabilities,Homecare agencies|Supported housing|Supported living,1
South East,Caring for children (0 - 18yrs)|Sensory impairments|Services for everyone|Caring for adults under 65 yrs|Dementia|Learning disabilities|Mental health conditions|Caring for adults over 65 yrs|Substance misuse problems|Eating disorders|Physical disabilities,Homecare agencies|Supported living,1
South East,Caring for children (0 - 18yrs)|Sensory impairments|Services for everyone|Caring for adults under 65 yrs|Dementia|Mental health conditions|Caring for adults over 65 yrs|Caring for people whose rights are restricted under the Mental Health Act|Substance misuse problems|Eating disorders|Physical disabilities,Dentist,1
South East,Caring for children (0 - 18yrs)|Sensory impairments|Services for everyone|Caring for adults under 65 yrs|Dementia|Mental health conditions|Caring for adults over 65 yrs|Physical disabilities,Dentist,1
South East,Caring for children (0 - 18yrs)|Sensory impairments|Services for everyone|Caring for adults under 65 yrs|Learning disabilities|Caring for adults over 65 yrs|Physical disabilities,Doctors/GPs|Doctors/GPs,1
South East,Caring for children (0 - 18yrs)|Sensory impairments|Services for everyone|Dementia|Learning disabilities|Mental health conditions|Substance misuse problems|Physical disabilities,Homecare agencies,1
South East,Caring for children (0 - 18yrs)|Services for everyone,Doctors/GPs|Doctors/GPs,1
South East,Caring for children (0 - 18yrs)|Services for everyone,Hospital,5
South East,Caring for children (0 - 18yrs)|Services for everyone|Caring for adults over 65 yrs,Hospital|Community services - Healthcare|Dentist,2
South East,Caring for children (0 - 18yrs)|Services for everyone|Caring for adults under 65 yrs,Clinic|Urgent care centres,1
South East,Caring for children (0 - 18yrs)|Services for everyone|Caring for adults under 65 yrs,Community services - Healthcare,1
South East,Caring for children (0 - 18yrs)|Services for everyone|Caring for adults under 65 yrs|Caring for adults over 65 yrs,Community services - Healthcare|Dentist|Rehabilitation (illness/injury),1
South East,Caring for children (0 - 18yrs)|Services for everyone|Caring for adults under 65 yrs|Caring for adults over 65 yrs,Dentist,3
South East,Caring for children (0 - 18yrs)|Services for everyone|Caring for adults under 65 yrs|Caring for adults over 65 yrs|Eating disorders|Physical disabilities,Dentist,1
South East,Caring for children (0 - 18yrs)|Services for everyone|Caring for adults under 65 yrs|Caring for adults over 65 yrs|Physical disabilities,Dentist,1
South East,Caring for children (0 - 18yrs)|Services for everyone|Caring for adults under 65 yrs|Caring for adults over 65 yrs|Substance misuse problems|Eating disorders,Dentist,2
South East,Caring for children (0 - 18yrs)|Services for everyone|Caring for adults under 65 yrs|Dementia|Learning disabilities|Caring for adults over 65 yrs|Physical disabilities,Dentist,1
South East,Caring for children (0 - 18yrs)|Services for everyone|Caring for adults under 65 yrs|Learning disabilities|Mental health conditions|Caring for adults over 65 yrs|Caring for people whose rights are restricted under the Mental Health Act|Physical disabilities,Dentist,1
South East,Caring for children (0 - 18yrs)|Services for everyone|Caring for adults under 65 yrs|Learning disabilities|Mental health conditions|Caring for adults over 65 yrs|Physical disabilities,Homecare agencies,1
South East,Caring for children (0 - 18yrs)|Services for everyone|Caring for adults under 65 yrs|Learning disabilities|Mental health conditions|Substance misuse problems|Eating disorders,Homecare agencies,1
South East,Caring for children (0 - 18yrs)|Substance misuse problems,Community services - Substance abuse,1
South East,Dementia,Homecare agencies,1
South East,Dementia,Nursing homes,1
South East,Dementia,Residential homes,12
South East,Dementia|Caring for adults over 65 yrs,Homecare agencies,15
South East,Dementia|Caring for adults over 65 yrs,Nursing homes,110
South East,Dementia|Caring for adults over 65 yrs,Nursing homes|Residential homes,7
South East,Dementia|Caring for adults over 65 yrs,Residential homes,230
South East,Dementia|Caring for adults over 65 yrs,Residential homes|Homecare agencies,2
South East,Dementia|Caring for adults over 65 yrs|Physical disabilities,Homecare agencies,16
South East,Dementia|Caring for adults over 65 yrs|Physical disabilities,Homecare agencies|Supported living,1
South East,Dementia|Caring for adults over 65 yrs|Physical disabilities,Nursing homes,32
South East,Dementia|Caring for adults over 65 yrs|Physical disabilities,Residential homes,32
South East,Dementia|Caring for adults over 65 yrs|Physical disabilities,Residential homes|Homecare agencies,1
South East,Dementia|Learning disabilities,Residential homes,3
South East,Dementia|Learning disabilities|Caring for adults over 65 yrs,Nursing homes,4
South East,Dementia|Learning disabilities|Caring for adults over 65 yrs,Residential homes,5
South East,Dementia|Learning disabilities|Caring for adults over 65 yrs|Physical disabilities,Homecare agencies,1
South East,Dementia|Learning disabilities|Caring for adults over 65 yrs|Physical disabilities,Homecare agencies|Supported living,1
South East,Dementia|Learning disabilities|Caring for adults over 65 yrs|Physical disabilities,Residential homes,1
South East,Dementia|Learning disabilities|Mental health conditions|Caring for adults over 65 yrs,Homecare agencies|Supported living,1
South East,Dementia|Learning disabilities|Mental health conditions|Caring for adults over 65 yrs|Physical disabilities,Homecare agencies,4
South East,Dementia|Learning disabilities|Mental health conditions|Caring for adults over 65 yrs|Physical disabilities,Nursing homes,6
South East,Dementia|Learning disabilities|Mental health conditions|Caring for adults over 65 yrs|Physical disabilities,Residential homes,7
South East,Dementia|Learning disabilities|Mental health conditions|Caring for adults over 65 yrs|Physical disabilities,Supported housing,2
South East,Dementia|Learning disabilities|Mental health conditions|Caring for adults over 65 yrs|Substance misuse problems|Eating disorders,Homecare agencies,1
South East,Dementia|Mental health conditions|Caring for adults over 65 yrs,Community services - Nursing|Nursing homes|Residential homes|Homecare agencies|Supported living,1
South East,Dementia|Mental health conditions|Caring for adults over 65 yrs,Homecare agencies,2
South East,Dementia|Mental health conditions|Caring for adults over 65 yrs,Nursing homes,11
South East,Dementia|Mental health conditions|Caring for adults over 65 yrs,Residential homes,39
South East,Dementia|Mental health conditions|Caring for adults over 65 yrs|Caring for people whose rights are restricted under the Mental Health Act,Community services - Mental Health|Hospitals - Mental health/capacity,3
South East,Dementia|Mental health conditions|Caring for adults over 65 yrs|Caring for people whose rights are restricted under the Mental Health Act,Hospitals - Mental health/capacity,5
South East,Dementia|Mental health conditions|Caring for adults over 65 yrs|Caring for people whose rights are restricted under the Mental Health Act,Hospital|Community services - Healthcare|Doctors/GPs|Doctors/GPs|Long-term conditions|Hospitals - Mental health/capacity,1
South East,Dementia|Mental health conditions|Caring for adults over 65 yrs|Caring for people whose rights are restricted under the Mental Health Act,Hospital|Doctors/GPs|Doctors/GPs|Long-term conditions|Hospitals - Mental health/capacity,2
South East,Dementia|Mental health conditions|Caring for adults over 65 yrs|Caring for people whose rights are restricted under the Mental Health Act,Nursing homes|Residential homes,1
South East,Dementia|Mental health conditions|Caring for adults over 65 yrs|Caring for people whose rights are restricted under the Mental Health Act,Residential homes,1
South East,Dementia|Mental health conditions|Caring for adults over 65 yrs|Physical disabilities,Homecare agencies,12
South East,Dementia|Mental health conditions|Caring for adults over 65 yrs|Physical disabilities,Nursing homes,5
South East,Dementia|Mental health conditions|Caring for adults over 65 yrs|Physical disabilities,Residential homes,11
South East,Dementia|Mental health conditions|Caring for adults over 65 yrs|Substance misuse problems,Residential homes,1
South East,Dementia|Mental health conditions|Physical disabilities,Homecare agencies,1
South East,Dementia|Mental health conditions|Substance misuse problems|Physical disabilities,Homecare agencies,1
South East,Dementia|Physical disabilities,Homecare agencies,1
South East,Dementia|Physical disabilities,Nursing homes,1
South East,Dementia|Substance misuse problems,Homecare agencies,1
South East,Learning disabilities,Community services - Learning disabilities,1
South East,Learning disabilities,Homecare agencies,12
South East,Learning disabilities,Homecare agencies|Supported housing|Supported living,1
South East,Learning disabilities,Homecare agencies|Supported living,10
South East,Learning disabilities,Nursing homes,1
South East,Learning disabilities,Residential homes,200
South East,Learning disabilities,Shared lives,1
South East,Learning disabilities,Supported living,11
South East,Learning disabilities,Supported living|Education disability services,1
South East,Learning disabilities|Caring for adults over 65 yrs,Homecare agencies,1
South East,Learning disabilities|Caring for adults over 65 yrs,Residential homes,10
South East,Learning disabilities|Caring for adults over 65 yrs,Residential homes|Supported living,1
South East,Learning disabilities|Caring for adults over 65 yrs,Supported living,18
South East,Learning disabilities|Caring for adults over 65 yrs|Physical disabilities,Residential homes,4
South East,Learning disabilities|Mental health conditions,Education disability services,2
South East,Learning disabilities|Mental health conditions,Homecare agencies,4
South East,Learning disabilities|Mental health conditions,Residential homes,18
South East,Learning disabilities|Mental health conditions,Supported living,1
South East,Learning disabilities|Mental health conditions|Caring for adults over 65 yrs,Homecare agencies,1
South East,Learning disabilities|Mental health conditions|Caring for adults over 65 yrs,Residential homes,2
South East,Learning disabilities|Mental health conditions|Caring for adults over 65 yrs|Physical disabilities,Residential homes,1
South East,Learning disabilities|Mental health conditions|Physical disabilities,Residential homes,3
South East,Learning disabilities|Physical disabilities,Homecare agencies,2
South East,Learning disabilities|Physical disabilities,Homecare agencies|Supported living,1
South East,Learning disabilities|Physical disabilities,Nursing homes,2
South East,Learning disabilities|Physical disabilities,Residential homes,22
South East,Mental health conditions,Hospitals - Mental health/capacity|Rehabilitation (illness/injury),1
South East,Mental health conditions,Nursing homes|Residential homes,1
South East,Mental health conditions,Rehabilitation (illness/injury),2
South East,Mental health conditions,Residential homes,17
South East,Mental health conditions,Supported living,1
South East,Mental health conditions|Caring for adults over 65 yrs,Residential homes,5
South East,Mental health conditions|Caring for adults over 65 yrs|Physical disabilities,Homecare agencies,1
South East,Mental health conditions|Caring for people whose rights are restricted under the Mental Health Act,Ambulances,1
South East,Mental health conditions|Caring for people whose rights are restricted under the Mental Health Act,Hospitals - Mental health/capacity,1
South East,Mental health conditions|Caring for people whose rights are restricted under the Mental Health Act|Substance misuse problems,Hospitals - Mental health/capacity|Rehabilitation (illness/injury),2
South East,Mental health conditions|Caring for people whose rights are restricted under the Mental Health Act|Substance misuse problems,Residential homes,1
South East,Mental health conditions|Caring for people whose rights are restricted under the Mental Health Act|Substance misuse problems|Eating disorders,Hospitals - Mental health/capacity,1
South East,Mental health conditions|Substance misuse problems,Residential homes,4
South East,Physical disabilities,Long-term conditions|Rehabilitation (illness/injury),1
South East,Physical disabilities,Nursing homes,2
South East,Physical disabilities,Residential homes,1
South East,Physical disabilities,Residential homes|Rehabilitation (illness/injury),1
South East,Sensory impairments|Caring for adults over 65 yrs,Residential homes,3
South East,Sensory impairments|Caring for adults over 65 yrs,Supported housing|Supported living,1
South East,Sensory impairments|Caring for adults over 65 yrs|Physical disabilities,Homecare agencies,4
South East,Sensory impairments|Caring for adults over 65 yrs|Physical disabilities,Homecare agencies|Supported housing,1
South East,Sensory impairments|Caring for adults over 65 yrs|Physical disabilities,Hospital|Diagnosis/screening,1
South East,Sensory impairments|Caring for adults over 65 yrs|Physical disabilities,Nursing homes,9
South East,Sensory impairments|Caring for adults over 65 yrs|Physical disabilities,Residential homes,10
South East,Sensory impairments|Caring for adults under 65 yrs|Caring for adults over 65 yrs,Clinic,8
South East,Sensory impairments|Caring for adults under 65 yrs|Caring for adults over 65 yrs,Clinic|Doctors/GPs|Doctors/GPs,1
South East,Sensory impairments|Caring for adults under 65 yrs|Caring for adults over 65 yrs,Doctors/GPs|Doctors/GPs,1
South East,Sensory impairments|Caring for adults under 65 yrs|Caring for adults over 65 yrs,Homecare agencies,2
South East,Sensory impairments|Caring for adults under 65 yrs|Caring for adults over 65 yrs,Nursing homes,2
South East,Sensory impairments|Caring for adults under 65 yrs|Caring for adults over 65 yrs,Residential homes,1
South East,Sensory impairments|Caring for adults under 65 yrs|Caring for adults over 65 yrs|Physical disabilities,Clinic,5
South East,Sensory impairments|Caring for adults under 65 yrs|Caring for adults over 65 yrs|Physical disabilities,Community services - Healthcare|Long-term conditions|Rehabilitation (illness/injury),1
South East,Sensory impairments|Caring for adults under 65 yrs|Caring for adults over 65 yrs|Physical disabilities,Doctors/GPs|Doctors/GPs,1
South East,Sensory impairments|Caring for adults under 65 yrs|Caring for adults over 65 yrs|Physical disabilities,Homecare agencies,15
South East,Sensory impairments|Caring for adults under 65 yrs|Caring for adults over 65 yrs|Physical disabilities,Homecare agencies|Supported living,1
South East,Sensory impairments|Caring for adults under 65 yrs|Caring for adults over 65 yrs|Physical disabilities,Hospital,7
South East,Sensory impairments|Caring for adults under 65 yrs|Caring for adults over 65 yrs|Physical disabilities,Hospital|Diagnosis/screening,1
South East,Sensory impairments|Caring for adults under 65 yrs|Caring for adults over 65 yrs|Physical disabilities,Hospital|Doctors/GPs,1
South East,Sensory impairments|Caring for adults under 65 yrs|Caring for adults over 65 yrs|Physical disabilities,Nursing homes,11
South East,Sensory impairments|Caring for adults under 65 yrs|Caring for adults over 65 yrs|Physical disabilities,Nursing homes|Rehabilitation (illness/injury),1
South East,Sensory impairments|Caring for adults under 65 yrs|Caring for adults over 65 yrs|Physical disabilities,Residential homes,2
South East,Sensory impairments|Caring for adults under 65 yrs|Caring for adults over 65 yrs|Physical disabilities,Supported living,1
South East,Sensory impairments|Caring for adults under 65 yrs|Caring for adults over 65 yrs|Substance misuse problems|Physical disabilities,Residential homes,1
South East,Sensory impairments|Caring for adults under 65 yrs|Dementia|Caring for adults over 65 yrs,Homecare agencies,3
South East,Sensory impairments|Caring for adults under 65 yrs|Dementia|Caring for adults over 65 yrs,Nursing homes,1
South East,Sensory impairments|Caring for adults under 65 yrs|Dementia|Caring for adults over 65 yrs,Residential homes,4
South East,Sensory impairments|Caring for adults under 65 yrs|Dementia|Caring for adults over 65 yrs|Eating disorders|Physical disabilities,Homecare agencies,3
South East,Sensory impairments|Caring for adults under 65 yrs|Dementia|Caring for adults over 65 yrs|Eating disorders|Physical disabilities,Nursing homes,1
South East,Sensory impairments|Caring for adults under 65 yrs|Dementia|Caring for adults over 65 yrs|Physical disabilities,Clinic,2
South East,Sensory impairments|Caring for adults under 65 yrs|Dementia|Caring for adults over 65 yrs|Physical disabilities,Community services - Healthcare|Homecare agencies,2
South East,Sensory impairments|Caring for adults under 65 yrs|Dementia|Caring for adults over 65 yrs|Physical disabilities,Diagnosis/screening|Rehabilitation (illness/injury),2
South East,Sensory impairments|Caring for adults under 65 yrs|Dementia|Caring for adults over 65 yrs|Physical disabilities,Homecare agencies,205
South East,Sensory impairments|Caring for adults under 65 yrs|Dementia|Caring for adults over 65 yrs|Physical disabilities,Homecare agencies|Supported housing,2
South East,Sensory impairments|Caring for adults under 65 yrs|Dementia|Caring for adults over 65 yrs|Physical disabilities,Homecare agencies|Supported living,2
South East,Sensory impairments|Caring for adults under 65 yrs|Dementia|Caring for adults over 65 yrs|Physical disabilities,Hospice,1
South East,Sensory impairments|Caring for adults under 65 yrs|Dementia|Caring for adults over 65 yrs|Physical disabilities,Hospital,1
South East,Sensory impairments|Caring for adults under 65 yrs|Dementia|Caring for adults over 65 yrs|Physical disabilities,Nursing homes,114
South East,Sensory impairments|Caring for adults under 65 yrs|Dementia|Caring for adults over 65 yrs|Physical disabilities,Nursing homes|Residential homes,2
South East,Sensory impairments|Caring for adults under 65 yrs|Dementia|Caring for adults over 65 yrs|Physical disabilities,Rehabilitation (illness/injury),1
South East,Sensory impairments|Caring for adults under 65 yrs|Dementia|Caring for adults over 65 yrs|Physical disabilities,Residential homes,41
South East,Sensory impairments|Caring for adults under 65 yrs|Dementia|Caring for adults over 65 yrs|Physical disabilities,Residential homes|Homecare agencies,3
South East,Sensory impairments|Caring for adults under 65 yrs|Dementia|Caring for adults over 65 yrs|Physical disabilities,Residential homes|Rehabilitation (illness/injury),1
South East,Sensory impairments|Caring for adults under 65 yrs|Dementia|Caring for adults over 65 yrs|Physical disabilities,Supported housing,5
South East,Sensory impairments|Caring for adults under 65 yrs|Dementia|Caring for adults over 65 yrs|Substance misuse problems|Eating disorders|Physical disabilities,Homecare agencies,1
South East,Sensory impairments|Caring for adults under 65 yrs|Dementia|Caring for adults over 65 yrs|Substance misuse problems|Physical disabilities,Homecare agencies,1
South East,Sensory impairments|Caring for adults under 65 yrs|Dementia|Learning disabilities|Caring for adults over 65 yrs,Homecare agencies,1
South East,Sensory impairments|Caring for adults under 65 yrs|Dementia|Learning disabilities|Caring for adults over 65 yrs,Nursing homes,1
South East,Sensory impairments|Caring for adults under 65 yrs|Dementia|Learning disabilities|Caring for adults over 65 yrs,Residential homes,1
South East,Sensory impairments|Caring for adults under 65 yrs|Dementia|Learning disabilities|Caring for adults over 65 yrs|Caring for people whose rights are restricted under the Mental Health Act|Substance misuse problems|Physical disabilities,Homecare agencies,1
South East,Sensory impairments|Caring for adults under 65 yrs|Dementia|Learning disabilities|Caring for adults over 65 yrs|Eating disorders|Physical disabilities,Homecare agencies,3
South East,Sensory impairments|Caring for adults under 65 yrs|Dementia|Learning disabilities|Caring for adults over 65 yrs|Eating disorders|Physical disabilities,Homecare agencies|Supported living,1
South East,Sensory impairments|Caring for adults under 65 yrs|Dementia|Learning disabilities|Caring for adults over 65 yrs|Eating disorders|Physical disabilities,Residential homes,1
South East,Sensory impairments|Caring for adults under 65 yrs|Dementia|Learning disabilities|Caring for adults over 65 yrs|Eating disorders|Physical disabilities,Residential homes|Homecare agencies,1
South East,Sensory impairments|Caring for adults under 65 yrs|Dementia|Learning disabilities|Caring for adults over 65 yrs|Physical disabilities,Homecare agencies,65
South East,Sensory impairments|Caring for adults under 65 yrs|Dementia|Learning disabilities|Caring for adults over 65 yrs|Physical disabilities,Homecare agencies|Rehabilitation (illness/injury)|Supported living,1
South East,Sensory impairments|Caring for adults under 65 yrs|Dementia|Learning disabilities|Caring for adults over 65 yrs|Physical disabilities,Homecare agencies|Supported housing,1
South East,Sensory impairments|Caring for adults under 65 yrs|Dementia|Learning disabilities|Caring for adults over 65 yrs|Physical disabilities,Homecare agencies|Supported living,13
South East,Sensory impairments|Caring for adults under 65 yrs|Dementia|Learning disabilities|Caring for adults over 65 yrs|Physical disabilities,Nursing homes,7
South East,Sensory impairments|Caring for adults under 65 yrs|Dementia|Learning disabilities|Caring for adults over 65 yrs|Physical disabilities,Nursing homes|Rehabilitation (illness/injury),1
South East,Sensory impairments|Caring for adults under 65 yrs|Dementia|Learning disabilities|Caring for adults over 65 yrs|Physical disabilities,Residential homes,16
South East,Sensory impairments|Caring for adults under 65 yrs|Dementia|Learning disabilities|Caring for adults over 65 yrs|Physical disabilities,Supported housing,3
South East,Sensory impairments|Caring for adults under 65 yrs|Dementia|Learning disabilities|Caring for adults over 65 yrs|Physical disabilities,Supported living,1
South East,Sensory impairments|Caring for adults under 65 yrs|Dementia|Learning disabilities|Caring for adults over 65 yrs|Substance misuse problems|Eating disorders,Homecare agencies,1
South East,Sensory impairments|Caring for adults under 65 yrs|Dementia|Learning disabilities|Caring for adults over 65 yrs|Substance misuse problems|Physical disabilities,Homecare agencies,1
South East,Sensory impairments|Caring for adults under 65 yrs|Dementia|Learning disabilities|Mental health conditions|Caring for adults over 65 yrs,Homecare agencies,4
South East,Sensory impairments|Caring for adults under 65 yrs|Dementia|Learning disabilities|Mental health conditions|Caring for adults over 65 yrs,Homecare agencies|Supported living,2
South East,Sensory impairments|Caring for adults under 65 yrs|Dementia|Learning disabilities|Mental health conditions|Caring for adults over 65 yrs,Nursing homes,1
South East,Sensory impairments|Caring for adults under 65 yrs|Dementia|Learning disabilities|Mental health conditions|Caring for adults over 65 yrs,Residential homes|Supported living,1
South East,Sensory impairments|Caring for adults under 65 yrs|Dementia|Learning disabilities|Mental health conditions|Caring for adults over 65 yrs,Supported housing,1
South East,Sensory impairments|Caring for adults under 65 yrs|Dementia|Learning disabilities|Mental health conditions|Caring for adults over 65 yrs|Caring for people whose rights are restricted under the Mental Health Act|Eating disorders|Physical disabilities,Homecare agencies,1
South East,Sensory impairments|Caring for adults under 65 yrs|Dementia|Learning disabilities|Mental health conditions|Caring for adults over 65 yrs|Caring for people whose rights are restricted under the Mental Health Act|Physical disabilities,Homecare agencies,1
South East,Sensory impairments|Caring for adults under 65 yrs|Dementia|Learning disabilities|Mental health conditions|Caring for adults over 65 yrs|Caring for people whose rights are restricted under the Mental Health Act|Physical disabilities,Hospitals - Mental health/capacity,1
South East,Sensory impairments|Caring for adults under 65 yrs|Dementia|Learning disabilities|Mental health conditions|Caring for adults over 65 yrs|Caring for people whose rights are restricted under the Mental Health Act|Substance misuse problems|Eating disorders|Physical disabilities,Dentist,2
South East,Sensory impairments|Caring for adults under 65 yrs|Dementia|Learning disabilities|Mental health conditions|Caring for adults over 65 yrs|Caring for people whose rights are restricted under the Mental Health Act|Substance misuse problems|Eating disorders|Physical disabilities,Doctors/GPs|Doctors/GPs|Long-term conditions|Hospitals - Mental health/capacity|Rehabilitation (illness/injury),1
